id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;id_usuario;tipo_usuario;nombre_usuario;id_libro;isbn;titulo_libro;autor;categoria;sede_biblioteca;estado_prestamo;multa_crc;canal_prestamo;id_bibliotecario;renovaciones;observaciones;cantidad_por_id
PRE0000430;2025-03-31;2025-04-07;          ;USR001521;Estudiante  ; Alonso Salazar Ramírez    ;LB00030;7387214895134;Derecho de la Información Vol. 3       ;L. Mora         ;Medicina   ;Pacífico        ;Atrasado    ;85500   ;App móvil  ;BIB0020;3              ;                               ;2
PRE0000433;2025-02-25;2025-03-11;          ;USR004240;Docente     ;Rocío Torres Campos        ;LB00371;8078235784521;Gestión de Bases de Datos Vol. 2       ;C. Inmon        ;Medicina   ;Central          ;Atrasado    ;92250   ;Mostrador   ;BIB0002;3              ;Entrega con atraso             ;2
PRE0000433;2025-03-15;2025-04-12;2025-04-15;USR001548;Estudiante  ;David Calvo Ramírez        ;LB00317;8457831745642;Programación en Python Vol. 4          ;J. Ramírez     ;Economía  ;Pacífico        ;Devuelto    ;750     ;Autoservicio;BIB0002;1              ;Revisión pendiente            ;2
PRE0000438;2024-07-22;2024-08-19;          ;USR003929;Estudiante  ;Andrea Valverde Blanco      ;LB00386;6796927868765;Fundamentos de Bibliotecología Vol. 1  ;L. Rodríguez   ;Ciencia    ;Central          ;En préstamo;0       ;            ;BIB0023;0              ;                               ;2
PRE0000438;2024-11-03;2024-11-17;2024-10-31;USR001041;Estudiante  ;Sofía Chaves Valverde      ;LB00651;5662056341115;Metodología de la Investigación Vol. 1;L. Mora         ;Medicina   ;Occidente        ;Atrasado    ;120750  ;App móvil  ;BIB0009;0              ;Renovado una vez               ;2
PRE0000444;2025-06-06;2025-06-13;          ;USR004939;Estudiante  ;Mariana Jiménez Campos     ;LB00299;0214656693801;Programación en Python Vol. 1          ;A. Solís       ;Tecnología;Humanidades      ;Atrasado    ;68750   ;App móvil  ;BIB0022;3              ;Entrega con atraso             ;2
PRE0000444;2025-07-25;2025-08-08;          ;USR-XX   ;estud.      ;N/A                         ;LB00207;1210032365199;Metodología de la Investigación Vol. 2;A. Pérez       ;Medicina   ;Ingenierías     ;Atrasado    ;54750   ;App móvil  ;BIB0009;3              ;                               ;2
PRE0000463;2023-09-19;2023-09-26;          ;USR002083;Estudiante  ; David Torres Araya         ;LB00689;0021563213580;Modelado Dimensional Vol. 1             ;R. Kimball      ;Tecnología;Ingenierías     ;Atrasado    ;225250  ;Mostrador   ;BIB0037;0              ;                               ;2
PRE0000463;2025-11-21;2025-12-19;          ;USR000648;Estudiante  ;Carlos Chaves Sánchez      ;LB00110;978-1-ABC    ;Arquitectura de Datos Vol. 1            ;C. Inmon        ;Derecho    ;Ingenierías     ;En préstamo;0       ;Mostrador   ;BIB0026;0              ;Revisión pendiente            ;2
PRE0000466;2023-08-19;2023-09-02;          ;USR003172;Estudiante  ;María Salazar Cordero      ;LB00424;1162411241272;Ética y Tecnología Vol. 1             ;P. Ponniah      ;Medicina   ;Ingenierías     ;En préstamo;0       ;Autoservicio;BIB0012;1              ;Usuario reporta portada dañada;2
PRE0000466;2025-10-10;2025-10-24;          ;USR000340;Externo     ;José Cordero Cordero       ;LB00153;2353693785477;Introducción a la Estadística Vol. 3  ;J. Ramírez     ;Matemática;Central          ;Atrasado    ;35500   ;App móvil  ;BIB0016;2              ;                               ;2
PRE0000467;2025-04-17;2025-04-11;          ;USR000174;Estudiante  ;Miguel Valverde Murillo     ;LB00227;1632945116868;                                        ;M. Ross         ;Arte       ;Ingenierías     ;En préstamo;0       ;En línea   ;BIB0015;0              ;                               ;2
PRE0000467;2025-09-27;2025-10-11;2025-10-20;USR002799;Docente     ;David Campos Chaves         ;LB00431;5150939834301;Introducción a la Estadística Vol. 4  ;J. Caserta      ;Medicina   ;Humanidades      ;Devuelto    ;2250    ;En línea   ;BIB0001;2              ;                               ;2
PRE0000468;2024-09-07;2024-10-05;          ;USR002066;Investigador;Carlos Blanco Calvo         ;LB00288;3029922809202;Administración de Proyectos Vol. 2     ;J. Ramírez     ;Literatura ;Atlántico       ;En préstamo;0       ;App móvil  ;BIB0016;1              ;Revisión pendiente            ;2
PRE0000468;2025-09-21;2025-09-28;          ;USR001133;Docente     ;Diego Rodríguez Chaves     ;LB00282;8725639427881; Análisis Multivariado Vol. 1          ;M. Sánchez     ;Economía  ;Humanidades      ;En préstamo;0       ;En línea   ;BIB0025;2              ;                               ;2
PRE0000479;2023-09-21;2023-09-19;          ;USR001063;Funcionario ;Elena Calvo Alvarado        ;LB00285;12345        ;Derecho de la Información Vol. 3       ;A. Pérez       ;Ingeniería;Salud            ;Atrasado    ;221250  ;Autoservicio;BIB0027;0              ;Entrega con atraso             ;2
PRE0000479;2024-06-19;2024-06-26;          ;USR003188;Estudiante  ;Manuel Sánchez Torres      ;LB00334;6122868528975;Derecho de la Información Vol. 3       ;L. Mora         ;Ingeniería;Pacífico        ;Devuelto    ;156750  ;App móvil  ;BIB0017;0              ;                               ;2
PRE0000500;2023-08-27;2023-09-10;2023-09-05;USR001010;Estudiante  ;Alonso Solano Navarro       ;LB00305;5957947284639;Teoría de la Información Vol. 1       ;M. Ross         ;Medicina   ;Ingenierías     ;Devuelto    ;0       ;Autoservicio;BIB0037;0              ;Usuario reporta portada dañada;2
PRE0000500;2024-11-27;2024-12-25;2024-12-31;USR000485;Funcionario ;Carlos Blanco Vega          ;LB00521;4057861706304;Diseño de Experimentos Vol. 4          ;E. Quesada      ;Historia   ;Ingenierías     ;Devuelto    ;1500    ;En línea   ;BIB0013;0              ;                               ;2
PRE0000505;2023-09-27;2023-10-25;2023-10-24;USR000533;Estudiante  ;Alonso Mora Araya           ;LB00351;2056647423122;Historia de Costa Rica Vol. 1           ;S. Gómez       ;Educación ;Humanidades      ;Extraviad   ;0       ;Mostrador   ;BIB0006;2              ;Préstamo interbibliotecario   ;2
PRE0000505;2025-08-02;2025-08-09;          ;USR002505;Estudiante  ;Lucía Jiménez Vega        ;LB00366;6605583034414;Investigación de Operaciones Vol. 1    ;P. Ponniah      ;Sociología;Occidente        ;Atrasado    ;54500   ;Autoservicio;BIB0014;0              ;Renovado una vez               ;2
PRE0000507;2024-01-14;2024-02-11;          ;USR002506;Estudiante  ;Roberto Quesada Chaves      ;LB00079;3657661565452;Derecho de la Información Vol. 2       ;J. Ramírez     ;Medicina   ;Occidente        ;En préstamo;0       ;Autoservicio;BIB0013;0              ;Usuario reporta portada dañada;2
PRE0000507;2024-03-11;2024-04-08;2024-04-08;USR000608;Estudiante  ;Manuel Salazar Blanco       ;LB00537;6797232002496;Administración de Proyectos Vol. 2     ;M. Sánchez     ;Ciencia    ;Ingenierías     ;Devuelto    ;0       ;Autoservicio;BIB0030;1              ;                               ;2
PRE0000508;2023-01-31;2023-02-14;2023-02-13;USR002482;Externo     ;Ana Campos Aguilar          ;LB00191;9994043898364;Arquitectura de Datos Vol. 1            ;J. Caserta      ;Economía  ;Occidente        ;Devuelto    ;multa   ;En línea   ;BIB0022;2              ;Préstamo interbibliotecario   ;3
PRE0000508;2025-11-24;2025-12-08;          ;USR003732;Estudiante  ;Rocío Blanco Blanco        ;LB00470;6561248156985; Arquitectura de Datos Vol. 1           ; S. Atre        ;Medicina   ;Ciencias Sociales;Atrasado    ;24250   ;Autoservicio;BIB0004;1              ;Renovado una vez               ;3
PRE0000508;2026-01-25;2026-02-01;2026-02-11;USR003667;Estudiante  ;Sofía Murillo Rojas        ;LB00234;4140602933334;Administración de Proyectos Vol. 3     ;A. Solís       ;Ciencias   ;Central          ;Devuelto    ;2500    ;Mostrador   ;BIB0012;0              ;                               ;3
PRE0000515;2023-08-27;2023-09-03;          ;USR003316;Estudiante  ;Julio Castro Castro         ;LB00040;4190496631931;Modelado Dimensional Vol. 2             ;A. Pérez       ;Ciencias   ;Atlántico       ;En préstamo;0       ;En línea   ;BIB0008;2              ;                               ;2
PRE0000515;2025-12-18;2026-01-01;          ;USR001473;Estudiante  ;Julio Ramírez Calvo        ;LB00728;7400564350238; Gobernanza de Datos Vol. 1             ;A. Pérez       ;Sociología;??               ;Atrasado    ;multa   ;Autoservicio;BIB0011;3              ;Renovado una vez               ;2
PRE0000519;2023-01-23;2023-02-06;2023-02-12;USR000491;Estudiante  ;Camila Vega Aguilar         ;LB00488;NULL         ;Algoritmos y Estructuras Vol. 1         ;D. Fernández   ;Medicina   ;Atlántico       ;Devuelto    ;1500    ;web         ;BIB0035;2              ;                               ;2
PRE0000519;2025-07-09;2025-07-30;2025-07-30;USR003884;Investigador;Andrea Blanco Cordero       ;LB00208;3721510702966;Arquitectura de Datos Vol. 1            ;R. Kimball      ;Historia   ;Central          ;En préstamo;57000   ;Mostrador   ;BIB0032;2              ;Entrega con atraso             ;2
PRE0000558;2023-06-24;2023-06-14;          ;USR003025;Estudiante  ;Luis Vega Aguilar           ;LB00301;1848947697357;Redes y Telecomunicaciones Vol. 1       ;D. Fernández   ;MATEMATICA ;Atlántico       ;Atrasado    ;-250    ;Autoservicio;BIB0007;0              ;Renovado una vez               ;2
PRE0000558;2023-08-07;2024-00-10;2023-08-13;USR003460;Estudiante  ;Mariana Alvarado Rojas      ;LB00285;8449892665918;Derecho de la Información Vol. 3       ;A. Pérez       ;Ingeniería;Pacífico        ;Devuelto    ;0       ;Mostrador   ;BIB0021;0              ;                               ;2
PRE0000564;2023-02-28;2023-03-07;2023-03-13;USR000367;Estudiante  ;Daniela Salazar Navarro     ;LB00066;4743671369594;Modelado Dimensional Vol. 3             ;J. Ramírez     ;Ingeniería;Pacífico        ;Devuelto    ;1500    ;En línea   ;BIB0040;1              ;                               ;2
PRE0000564;2025-08-25;2025-09-01;2025-09-06;USR004501;Investigador;Gabriela Cordero Araya      ;LB00517;8018204339718;Administración de Proyectos Vol. 1     ;P. Ponniah      ;Medicina   ;Salud            ;Devuelto    ;1250    ;App móvil  ;BIB0036;0              ;Préstamo interbibliotecario   ;2
PRE0000569;2023-04-27;2023-05-18;2023-05-30;USR003820;Estudiante  ;Sofía Sánchez Castro      ;LB00015;7317810801326;Fundamentos de Bibliotecología Vol. 4  ;S. Gómez       ;Matemática;Pacífico        ;Devuelto    ;3000    ;App móvil  ;BIB0022;1              ;                               ;3
PRE0000569;2023-11-05;2023-11-12;2023-11-08;USR001459;Estudiante  ;Kevin Jiménez Salazar      ;LB00142;0391065180170;Metodología de la Investigación Vol. 1;E. Quesada      ;Matemática;Atlántico       ;Devuelto    ;0       ;App móvil  ;BIB0018;0              ;                               ;3
PRE0000569;2025-10-14;2025-10-21;2025-10-25;USR003471;Estudiante  ;Rocío Gómez Rojas         ;LB00349;6893639264957;Gobernanza de Datos Vol. 2              ;C. Inmon        ;Ingeniería;Atlántico       ;Devuelto    ;1000    ;Autoservicio;BIB0039;2              ;Revisión pendiente            ;3
PRE0000571;2023-03-09;2023-03-30;          ;USR000616;Estudiante  ;Miguel Gómez Sánchez      ;LB00306;8085627187500;Fundamentos de Bibliotecología Vol. 1  ;J. Ramírez     ;Medicina   ;Ingenierías     ;En préstamo;0       ;App móvil  ;BIB0036;2              ;                               ;2
PRE0000571;2025-08-19;2025-09-02;          ;USR004059;Estudiante  ;Kevin Chaves Campos         ;LB00131;9866524041574;Modelado Dimensional Vol. 3             ;D. Fernández   ;Historia   ;Humanidades      ;En préstamo;0       ;App móvil  ;BIB0028;0              ;Préstamo interbibliotecario   ;2
PRE0000589;2024-01-10;2024-02-07;          ;USR001495;Docente     ;Daniela Blanco Castro       ;LB00036;8893734670656;Modelado Dimensional Vol. 3             ;E. Quesada      ;Arte       ;Ciencias Sociales;En préstamo;0       ;En línea   ;BIB0014;0              ;Usuario reporta portada dañada;2
PRE0000589;2024-12-18;2025-01-01;          ;USR001249;Funcionario ;María Herrera Quesada      ;LB00590;0256434712871;Ética y Tecnología Vol. 1             ;A. Pérez       ;Arte       ;Salud            ;En préstamo;0       ;App móvil  ;BIB0025;0              ;                               ;2
PRE0000602;2023-07-12;2023-08-09;          ;USR000219;Estudiante  ;Luis Torres Rojas           ;LB00331;12345        ;Aprendizaje Automático Vol. 4          ;P. Ponniah      ;HISTORIA   ;Central          ;Perdido     ;7500    ;Mostrador   ;BIB0032;2              ;Préstamo interbibliotecario   ;2
PRE0000602;2025-01-16;2025-01-23;2025-02-01;USR004961;Funcionario ;Diego Campos Vargas         ;LB00141;8707286790874;Ética y Tecnología Vol. 2             ;S. Atre         ;Historia   ;Humanidades      ;Devuelto    ;2250    ;Mostrador   ;BIB0002;2              ;Entrega con atraso             ;2
PRE0000607;2023-02-27;2023-03-13;2023-03-18;USR001248;Estudiante  ;Alonso Alvarado Blanco      ;LB00510;6611062737158;Investigación de Operaciones Vol. 1    ;L. Rodríguez   ;Ingeniería;Humanidades      ;Devuelto    ;1250    ;En línea   ;BIB0023;0              ;Entrega con atraso             ;2
PRE0000607;2023-06-18;2023-07-02;2023-07-01;USR004501;Investigador;Gabriela Cordero Araya      ;LB00431;5150939834301;Introducción a la Estadística Vol. 4  ;J. Caserta      ;Medicina   ;Ciencias Sociales;Devuelto    ;0       ;App móvil  ;BIB0031;0              ;                               ;2
PRE0000620;2024-07-14;2024-07-28;2024-08-03;USR002124;Estudiante  ;Gabriela Ramírez Blanco    ;LB00503;8214565328632;Diseño de Experimentos Vol. 4          ;C. Vargas       ;Matemática;Ciencias Sociales;Devuelto    ;1500    ;Mostrador   ;BIB0011;0              ;                               ;2
PRE0000620;2024-08-25;2024-09-08;          ;USR000808;Estudiante  ;Paula Murillo Murillo       ;LB00036;8893734670656;Modelado Dimensional Vol. 3             ;E. Quesada      ;Arte       ;Ciencias Sociales;Perdido     ;7500    ;Mostrador   ;BIB0022;0              ;Revisión pendiente            ;2
PRE0000625;2025-02-14;2025-03-07;2025-03-06;USR002044;Docente     ;Luis Aguilar Jiménez       ;LB00341;6416862278376;Historia de Costa Rica Vol. 4           ;M. Ross         ;Economía  ;Ingenierías     ;Devuelto    ;0       ;App móvil  ;BIB0035;1              ;Renovado una vez               ;2
PRE0000625;31-02-2024;2023-10-31;2023-11-07;USR004377;Estudiante  ;Rocío Blanco Valverde      ;LB00557;8671632346729;Gobernanza de Datos Vol. 2              ;A. Pérez       ;Ciencias   ;Humanidades      ;Devuelto    ;1750    ;Autoservicio;BIB0028;1              ;Entrega con atraso             ;2
PRE0000631;2023-06-27;2023-07-25;          ;USR002327;Estudiante  ;Alonso Rodríguez Vega      ;LB00060;8755886753396;Administración de Proyectos Vol. 4     ;L. Rodríguez   ;Medicina   ;Central          ;En préstamo;0       ;App móvil  ;BIB0030;0              ;Revisión pendiente            ;2
PRE0000631;2023-10-15;2023-11-12;2023-11-23;USR000927;Estudiante  ;Javier Campos Vargas        ;LB00066;4743671369594;Modelado Dimensional Vol. 3             ;J. Ramírez     ;Ingeniería;CENTRAL          ;Devuelto    ;2750    ;En línea   ;BIB0005;0              ;Usuario reporta portada dañada;2
PRE0000634;2023-02-07;2023-02-14;2023-02-23;USR003462;Docente     ;Luis Campos Vega            ;LB00279;5775949299556;Aprendizaje Automático Vol. 3          ;C. Inmon        ;Tecnología;Salud            ;Devuelto    ;2250    ;En línea   ;BIB0011;0              ;                               ;2
PRE0000634;2024-10-01;2024-10-29;2024-11-04;USR001175;Estudiante  ;Alonso Murillo Rojas        ;LB00518;0705626085641;Teoría de la Información Vol. 3       ;E. Quesada      ;Sociología;Ciencias Sociales;Devuelto    ;1500    ;Mostrador   ;BIB0013;0              ;                               ;2
PRE0000647;2023-07-30;2023-08-13;2023-08-18;USR002977;Externo     ;Paula Quesada Salazar       ;LB00110;6582029702135;Arquitectura de Datos Vol. 1            ;C. Inmon        ;Derecho    ;Ciencias Sociales;Devuelto    ;1250    ;En línea   ;BIB0010;1              ;Usuario reporta portada dañada;2
PRE0000647;2023-12-13;2023-12-27;2024-01-02;USR000650;Estudiante  ;Roberto Araya Aguilar       ;LB00286;6557790827231;Arquitectura de Datos Vol. 4            ;J. Caserta      ;Economía  ;Salud            ;Devuelto    ;1500    ;App móvil  ;BIB0018;3              ;Revisión pendiente            ;2
PRE0000653;2024-07-20;2024-08-03;2024-08-05;USR004680;Funcionario ;Rocío Salazar Alvarado     ;LB00717;1975466176620;Visualización de Datos Vol. 3          ;D. Fernández   ;Derecho    ;Occidente        ;Devuelto    ;500     ;En línea   ;BIB0029;-1             ;Préstamo interbibliotecario   ;2
