id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;categoria;tipo_usuario;estado_prestamo;canal_prestamo;isbn;renovaciones;autor;sede_biblioteca;nombre_usuario;observaciones;titulo_libro;id_libro;id_bibliotecario;multa_crc;id_usuario;nr_errores;descripcion_error;campos_error;codigos_error
PRE0001411;2025-10-23;2025-10-30;2025-11-02;Ciencias;Estudiante;;Autoservicio;6940539672757;3;L. Rodríguez;Ciencias Sociales;Alonso Salazar Calvo;;Ética y Tecnología Vol. 2;LB00611;BIB0027;750.0;USR000387;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0001419;2025-10-18;2025-10-25;2025-11-05;Sociología;Estudiante;Devuelto;Mostrador;7128478189137;0;A. Pérez;Occidente;Gabriela Ramírez Rojas;Préstamo interbibliotecario;Visualización de Datos Vol. 3;LB00388;;2750.0;USR003096;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0001434;2026-03-03;2026-03-31;;Ingeniería;Estudiante;En préstamo;App móvil;NULL;0;E. Quesada;Ciencias Sociales;Andrea Vega Ramírez;;Historia de Costa Rica Vol. 4;LB00580;BIB0033;0.0;USR001363;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001439;;2025-08-30;;sociolog�?a;Estudiante;Atrasado;Autoservicio;7383206038505;0;A. Solís;Humanidades;Gabriela Castro Campos;;Diseño de Experimentos Vol. 4;LB00201;BIB0030;49250.0;USR001208;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0001445;2023-04-13;2023-05-04;2023-05-04;Economía;Funcionario;Devuelto;;9002877217535;1;L. Rodríguez;Salud;David Chaves Valverde;Usuario reporta portada dañada;Ética y Tecnología Vol. 4;LB00255;BIB0037;0.0;USR002625;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0001450;2023-10-14;2023-11-11;2023-11-14;Medicina;Estudiante;Devuelto;Autoservicio;;1;A. Solís;Pacífico;Paola Jiménez Chaves;;Economía Digital Vol. 2;LB00587;BIB0008;750.0;USR002031;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0001457;2023-05-16;2023-05-23;2023-05-29;Sociología;Estudiante;Devuelto;App móvil;8227495450892;0;D. Fernández;Pacífico;;Renovado una vez;Algoritmos y Estructuras Vol. 3;LB00538;BIB0020;1500.0;USR001863;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0001477;2025-04-20;;;Derecho;Estudiante;Atrasado;App móvil;0785931109193;1;C. Vargas;Humanidades;Carlos Ramírez Rodríguez;Revisión pendiente;Teoría de la Información Vol. 1;LB00536;BIB0038;80500.0;USR002839;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0001489;;2023-10-13;2023-10-20;Medicina;Investigador;Devuelto;Mostrador;6253492929831;1;L. Mora;Atlántico;Laura Castro Mora;;Fundamentos de Bibliotecología Vol. 1;LB00416;BIB0021;1750.0;USR003041;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0001493;2024-07-15;2024-07-22;;Derecho;Estudiante;Atrasado;Mostrador;9781ABC;1;P. Ponniah;Atlántico;Javier Campos Murillo;Renovado una vez;Gobernanza de Datos Vol. 1;LB00405;BIB0007;150250.0;USR001916;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001514;;2024-09-27;;Historia;Estudiante;Atrasado;Autoservicio;6571208267734;0;M. Ross;Atlántico;Diego Ramírez Calvo;;Derecho de la Información Vol. 2;LB00133;BIB0034;133500.0;USR000488;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0001539;2026-01-04;2026-01-18;2026-01-28;Ingeniería;Estudiante;Devuelto;App móvil;6488771906594;1;;Ingenierías;Rocío Aguilar Jiménez;Renovado una vez;Aprendizaje Automático Vol. 4;LB00053;BIB0003;2500.0;USR001736;1;autor vacío;autor;AUTOR
PRE0001547;2025-03-30;2025-04-13;2025-04-19;Educación;Estudiante;Devuelto;Autoservicio;12345;0;M. Sánchez;Central;Andrea Araya Salazar;Revisión pendiente;Metodología de la Investigación Vol. 3;LB00311;BIB0020;1500.0;USR002574;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001551;2026-02-10;2026-02-17;2026-02-16;Economía;Estudiante;Devuelto;En línea;8725639427881;1;M. Sánchez;Ingenierías;María Alvarado Rojas;Entrega con atraso;Análisis Multivariado Vol. 1;LB00282;BIB0012;0.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0001554;2025-11-18;2025-12-16;2025-12-20;Tecnología;Estudiante;;Mostrador;1243292127799;3;L. Rodríguez;Ingenierías;Camila Sánchez Sánchez;;Modelado Dimensional Vol. 3;LB00090;BIB0014;1000.0;USR000517;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0001599;2026-01-23;2026-01-30;;Tecnología;Externo;En préstamo;En línea;NULL;2;J. Caserta;Ciencias Sociales;Diego Valverde Murillo;Préstamo interbibliotecario;Algoritmos y Estructuras Vol. 1;LB00715;BIB0033;0.0;USR004280;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001604;2026-03-08;2026-03-15;;Literatura;Estudiante;En préstamo;App móvil;9781ABC;0;A. Solís;Occidente;José Cordero Araya;Entrega con atraso;Historia de Costa Rica Vol. 3;LB00568;BIB0032;0.0;USR004191;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001662;2025-06-22;2025-07-20;2025-07-23;Historia;Estudiante;Devuelto;App móvil;5291086771333;;L. Rodríguez;Atlántico;Natalia Aguilar Mora;Renovado una vez;Teoría de la Información Vol. 3;LB00474;BIB0016;750.0;USR000224;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0001681;2025-01-05;2025-02-02;2025-02-07;Economía;Estudiante;Devuelto;Mostrador;0634615717320;0;S. Gómez;Ciencias Sociales;Sofía Rojas Torres;Revisión pendiente;Derecho de la Información Vol. 2;LB00403;BIB0030;1250.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0001683;2024-08-07;2024-09-04;;Ingeniería;Estudiante;Atrasado;Autoservicio;9690295939172;1;R. Kimball;Occidente;;Renovado una vez;Fundamentos de Bibliotecología Vol. 2;LB00217;BIB0011;139250.0;USR002945;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0001691;2023-08-07;2023-09-04;2023-09-08;ingenier�?a;Estudiante;Devuelto;En línea;9156716493289;1;E. Quesada;Salud;Alonso Solano Castro;Usuario reporta portada dañada;Teoría de la Información Vol. 4;LB00588;;1000.0;USR001605;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0001714;2025-05-06;2025-05-27;2025-05-28;Educación;Externo;Devuelto;Autoservicio;;0;R. Kimball;Humanidades;Rocío Castro Torres;Usuario reporta portada dañada;Gestión de Bases de Datos Vol. 1;LB00173;BIB0015;250.0;USR002115;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0001730;2023-05-20;2023-06-17;2023-06-17;Ciencias;Externo;Devuelto;Mostrador;6752895392644;0;;Central;Sebastián Navarro Solano;N/A;Sistemas de Información Vol. 3;LB00216;BIB0015;0.0;USR003955;1;autor vacío;autor;AUTOR
PRE0001733;2025-12-20;2026-01-03;;Sociología;Estudiante;En préstamo;Autoservicio;2405147705383;2;J. Caserta;Humanidades;Roberto Chaves Castro;Préstamo interbibliotecario;Metodología de la Investigación Vol. 1;LB00344;BIB0038;0.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0001735;;2023-05-23;2023-05-23;Ingeniería;Estudiante;Devuelto;App móvil;4120948181398;1;L. Mora;Central;Diego Gómez Campos;Fila migrada manualmente;Redes y Telecomunicaciones Vol. 1;LB00516;BIB0040;0.0;USR003345;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0001750;2023-06-21;2023-07-19;;Medicina;Estudiante;En préstamo;App móvil;9808932460953;0;A. Pérez;Salud;Javier Chaves Solano;Entrega con atraso;Investigación de Operaciones Vol. 1;LB00103;BIB0014;0.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0001754;2025-10-01;2025-10-29;;Economía;Estudiante;En préstamo;Mostrador;9994043898364;;J. Caserta;Pacífico;Paula Rodríguez Calvo;;Arquitectura de Datos Vol. 1;LB00191;BIB0020;0.0;USR004070;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0001793;2025-09-03;2025-09-24;;Literatura;Estudiante;Atrasado;App móvil;0217659180339;1;S. Atre;Atlántico;;Préstamo interbibliotecario;Gobernanza de Datos Vol. 4;LB00158;BIB0011;43000.0;USR002165;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0001838;2025-10-30;2025-11-13;2025-11-09;Ingeniería;Estudiante;Devuelto;Autoservicio;2838578652785;;M. Ross;Atlántico;Paola Rojas Sánchez;Revisión pendiente;Algoritmos y Estructuras Vol. 4;LB00129;BIB0034;0.0;USR004020;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0001853;2023-12-16;2024-01-13;;Medicina;Funcionario;Atrasado;App móvil;4260880501716;2;R. Kimball;Humanidades;Andrea Rodríguez Araya;Entrega con atraso;;LB00687;BIB0038;198000.0;USR000370;1;titulo_libro vacío;titulo_libro;TITULO
PRE0001890;2023-02-12;2023-02-19;;Medicina;Estudiante;Atrasado;App móvil;7866032420448;;D. Fernández;Ingenierías;Sofía Valverde Herrera;;Introducción a la Estadística Vol. 2;LB00464;BIB0002;280000.0;USR001105;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0001916;2024-07-21;2024-08-04;2024-08-02;Derecho;Estudiante;Devuelto;App móvil;NULL;3;D. Fernández;Ciencias Sociales;Diego Rojas Quesada;Revisión pendiente;algoritmos y estructuras vol. 3;LB00320;BIB0010;0.0;USR004151;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001920;;2025-05-03;2025-04-29;Ciencias;Estudiante;Devuelto;En línea;5725204565044;0;M. Ross;Occidente;Paola Salazar Salazar;Usuario reporta portada dañada;Arquitectura de Datos Vol. 2;LB00438;BIB0032;0.0;USR002720;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0001921;2025-07-04;2025-07-11;;Medicina;Estudiante;En préstamo;Autoservicio;9808932460953;3;A. Pérez;Humanidades;Mariana Quesada Cordero;;Investigación de Operaciones Vol. 1;LB00103;BIB0025;0.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0001923;2024-09-20;;2024-10-26;Historia;Estudiante;Devuelto;Autoservicio;2406596575692;0;L. Mora;Central;David Araya Araya;;Teoría de la Información Vol. 2;LB00166;BIB0031;2000.0;USR000718;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0001927;2025-08-30;2025-09-27;;Ingeniería;Estudiante;Atrasado;Autoservicio;000X;3;J. Caserta;Occidente;Carlos Quesada Mora;Revisión pendiente;Historia de Costa Rica Vol. 1;LB00532;BIB0022;42250.0;USR003587;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0001948;2025-09-02;2025-09-09;2025-09-15;Educación;Estudiante;Devuelto;En línea;7202590947985;2;;Pacífico;David Quesada Torres;Revisión pendiente;Programación en Python Vol. 3;LB00268;BIB0006;1500.0;USR004588;1;autor vacío;autor;AUTOR
PRE0001957;2024-06-24;2024-07-22;2024-07-27;Matemática;Funcionario;Devuelto;Mostrador;2241246209520;3;;Atlántico;Andrea Sánchez Chaves;Entrega con atraso;Aprendizaje Automático Vol. 1;LB00519;BIB0025;1250.0;USR000193;1;autor vacío;autor;AUTOR
PRE0001965;2025-02-13;2025-02-27;2025-03-03;Medicina;Estudiante;Devuelto;En línea;7809733977671;0;;Ingenierías;N/A;Préstamo interbibliotecario;Arquitectura de Datos Vol. 1;LB00360;BIB0015;1000.0;USR003728;1;autor vacío;autor;AUTOR
PRE0002030;2023-03-08;2023-03-29;2023-04-04;Tecnología;Funcionario;Devuelto;En línea;9781ABC;1;S. Atre;Humanidades;Laura Alvarado Aguilar;;Teoría de la Información Vol. 1;LB00241;BIB0020;1500.0;USR003837;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002057;2023-05-03;2023-05-24;2023-05-28;Sociología;Externo;Extraviado;En línea;9781ABC;0;P. Ponniah;Salud;Elena Araya Castro;Renovado una vez;Aprendizaje Automático Vol. 1;LB00444;BIB0031;1000.0;USR000520;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002086;2024-10-17;2024-10-31;2024-10-29;Medicina;Docente;;En línea;1545444328309;2;A. Pérez;Humanidades;Valeria Aguilar Gómez;;Sistemas de Información Vol. 3;LB00237;BIB0021;0.0;USR000487;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0002091;2025-08-28;2025-09-04;;Medicina;Docente;En préstamo;Autoservicio;5869261796405;;E. Quesada;Atlántico;Manuel Ramírez Gómez;Renovado una vez;Redes y Telecomunicaciones Vol. 2;LB00072;BIB0020;0.0;USR004479;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0002101;2024-09-19;2024-10-10;2024-10-21;Ciencias;Estudiante;Devuelto;Autoservicio;9413186999386;0;L. Rodríguez;Salud;Ana Sánchez Rodríguez;;Derecho de la Información Vol. 1;LB00049;BIB0031;2750.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0002111;2024-07-20;2024-07-27;2024-07-25;Ingeniería;Docente;Devuelto;Autoservicio;6133254110760;1;J. Caserta;Pacífico;Luis Aguilar Jiménez;Entrega con atraso;Historia de Costa Rica Vol. 1;LB00532;BIB0004;0.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0002121;2024-01-18;2024-02-01;2024-02-08;Sociología;Estudiante;Devuelto;En línea;12345;1;S. Atre;Atlántico;Valeria Castro Calvo;;Análisis Multivariado Vol. 3;LB00345;BIB0017;1750.0;USR001336;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002131;2025-02-19;2025-02-26;;Arte;Estudiante;En préstamo;En línea;8701462638380;0;;Pacífico;Elena Vega Rojas;;Diseño de Experimentos Vol. 3;LB00210;BIB0007;0.0;USR004196;1;autor vacío;autor;AUTOR
PRE0002168;2024-03-30;;2024-04-18;Derecho;Estudiante;Devuelto;Mostrador;5228851587996;0;D. Fernández;Occidente;Paula Valverde Herrera;Entrega con atraso;Análisis Multivariado Vol. 2;LB00263;BIB0004;1250.0;USR001842;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0002173;2026-02-23;2026-03-16;2026-03-26;Educación;Estudiante;Devuelto;App móvil;1522047277901;1;R. Kimball;Pacífico;Manuel Gómez Chaves;;;LB00101;BIB0016;2500.0;USR002183;1;titulo_libro vacío;titulo_libro;TITULO
PRE0002224;2026-01-07;2026-01-14;2026-01-17;Educación;Estudiante;Devuelto;En línea;;3;J. Ramírez;Pacífico;Valeria Aguilar Solano;Entrega con atraso;Minería de Datos Vol. 3;LB00540;BIB0023;750.0;USR000762;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0002228;2024-09-22;2024-10-06;;Arte;Externo;Atrasado;En línea;1390604805892;0;;Ciencias Sociales;Diego Gómez Castro;Préstamo interbibliotecario;Minería de Datos Vol. 3;LB00339;BIB0014;131250.0;USR000105;1;autor vacío;autor;AUTOR
PRE0002250;2024-02-24;;2024-03-09;Derecho;Estudiante;Devuelto;Mostrador;4384046084325;2;A. Solís;Occidente;Alonso Salazar Ramírez;Entrega con atraso;Modelado Dimensional Vol. 3;LB00348;BIB0037;0.0;USR001521;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0002277;;2024-02-07;2024-02-07;Historia;Estudiante;Devuelto;App móvil;9318374550842;1;J. Ramírez;Ciencias Sociales;Diego Castro Sánchez;;Historia de Costa Rica Vol. 3;LB00500;BIB0015;0.0;USR003015;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0002279;2024-10-13;;;Sociología;Estudiante;En préstamo;Mostrador;6094097052774;0;A. Pérez;Humanidades;María Campos Solano;Renovado una vez;Sistemas de Información Vol. 4;LB00718;BIB0018;0.0;USR000325;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0002282;2023-10-28;2023-11-25;;Ciencias;Investigador;;Mostrador;2599996636186;1;M. Ross;Pacífico;Luis Quesada Vargas;;Minería de Datos Vol. 1;LB00554;BIB0028;0.0;USR003543;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0002333;2023-07-15;2023-08-05;;Ingeniería;Estudiante;Atrasado;En línea;000X;1;L. Rodríguez;Occidente;Manuel Rodríguez Calvo;Usuario reporta portada dañada;Arquitectura de Datos Vol. 1;LB00076;BIB0018;238250.0;USR002053;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002346;2023-01-19;2023-02-09;;Derecho;Estudiante;Atrasado;Autoservicio;5729341722329;1;;Salud;Paola Vega Solano;Revisión pendiente;Metodología de la Investigación Vol. 4;LB00498;BIB0013;282500.0;USR000433;1;autor vacío;autor;AUTOR
PRE0002355;2024-08-31;2024-09-28;2024-10-07;Medicina;Estudiante;Devuelto;App móvil;7866032420448;0;D. Fernández;Humanidades;Andrés Araya Aguilar;Renovado una vez;Introducción a la Estadística Vol. 2;LB00464;BIB0013;2250.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0002358;2024-08-20;2024-09-10;;Ingeniería;Estudiante;Devuelto;Mostrador;4925158377674;3;J. Ramírez;Ciencias Sociales;David Blanco Vega;Renovado una vez;Sistemas de Información Vol. 4;LB00486;BIB01;137750.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0002379;2023-11-13;2023-11-27;2023-11-24;Economía;Estudiante;;En línea;6416862278376;0;M. Ross;Salud;Alonso Vargas Rodríguez;;Historia de Costa Rica Vol. 4;LB00341;BIB0028;0.0;USR002641;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0002386;2025-03-29;;;Economía;Estudiante;Atrasado;En línea;9813129208751;0;C. Inmon;Atlántico;David Navarro Sánchez;Revisión pendiente;Redes y Telecomunicaciones Vol. 4;LB00602;BIB0033;86000.0;USR002798;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0002398;2024-11-21;2024-12-12;2024-12-18;Tecnología;Estudiante;Devuelto;Autoservicio;7556464170805;;C. Vargas;Ingenierías;María Calvo Gómez;;Arquitectura de Datos Vol. 4;LB00038;BIB0039;1500.0;USR003063;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0002419;2023-05-17;2023-06-07;;Ingeniería;Estudiante;Perdido;App móvil;12345;0;S. Gómez;Salud;Camila Aguilar Alvarado;Préstamo interbibliotecario;Ciencia de Datos Aplicada Vol. 4;LB00376;BIB0009;10000.0;USR000958;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002435;2023-04-27;;;Sociología;Estudiante;En préstamo;Mostrador;1093911192692;1;R. Kimball;Humanidades;Miguel Rojas Gómez;;Análisis Multivariado Vol. 1;LB00397;BIB0010;0.0;USR002459;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0002438;2024-03-16;2024-03-30;2024-03-27;Educación;Estudiante;Devuelto;Mostrador;NULL;3;A. Pérez;Ciencias Sociales;Sebastián Rodríguez Rodríguez;Renovado una vez;Gestión de Bases de Datos Vol. 2;LB00513;BIB0034;0.0;USR003230;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002443;2024-05-06;2024-05-13;;Ciencias;Estudiante;Atrasado;Autoservicio;NULL;0;NULL;Salud;José Rojas Rodríguez;Usuario reporta portada dañada;Metodología de la Investigación Vol. 1;LB00413;BIB0039;167750.0;USR001937;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002475;2024-08-16;2024-09-13;2024-09-22;Literatura;Estudiante;Devuelto;;0217659180339;0;S. Atre;Pacífico;Roberto Valverde Araya;;Gobernanza de Datos Vol. 4;LB00158;BIB0035;2250.0;USR002088;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0002489;2025-08-02;2025-08-23;;Economía;N/A;En préstamo;App móvil;8424745171236;3;A. Solís;Humanidades;Andrea Murillo Murillo;Usuario reporta portada dañada;Análisis Multivariado Vol. 2;LB00069;;0.0;USR003358;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0002555;2026-02-01;2026-02-22;2026-02-17;Ingeniería;Estudiante;Devuelto;En línea;000X;3;L. Rodríguez;Pacífico;Javier Chaves Solano;Préstamo interbibliotecario;Investigación de Operaciones Vol. 4;LB00420;BIB0021;0.0;USR002284;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0002558;2023-11-10;2023-12-08;;Sociología;Estudiante;;App móvil;8050097882081;0;M. Ross;Ingenierías;Natalia Vargas Gómez;Entrega con atraso;Sistemas de Información Vol. 2;LB00017;BIB0023;0.0;USR002495;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0002563;;2024-08-09;2024-08-05;Ciencias;Estudiante;Devuelto;Autoservicio;6752895392644;0;L. Rodríguez;Atlántico;Carlos Campos Blanco;;Sistemas de Información Vol. 3;LB00216;BIB0006;0.0;USR001165;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0002566;;2023-06-21;2023-06-28;Sociología;Estudiante;Devuelto;Autoservicio;2374740748217;0;S. Atre;Central;Elena Herrera Solano;Préstamo interbibliotecario;Teoría de la Información Vol. 2;LB00065;BIB0030;1750.0;USR001460;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0002579;2026-02-12;2026-03-12;2026-03-07;Historia;Docente;Devuelto;En línea;1178309997419;0;A. Pérez;Ciencias Sociales;Javier Quesada Solano;Fila migrada manualmente;Modelado Dimensional Vol. 1;LB00600;BIB0017;0.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0002589;2023-07-23;2023-08-20;2023-08-28;Ingeniería;Funcionario;Devuelto;Autoservicio;2621745961586;1;R. Kimball;Occidente;;;Algoritmos y Estructuras Vol. 4;LB00062;BIB0030;2000.0;USR001288;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0002595;2025-01-14;2025-02-04;2025-02-14;Ciencias;Estudiante;Devuelto;Autoservicio;9806990162720;1;L. Mora;Atlántico;;Entrega con atraso;Metodología de la Investigación Vol. 2;LB00037;BIB0030;2500.0;USR002830;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
